"type","part","municipality","year","value"
"antal","total","Vejle","2010",44178
"antal","total","Vejle","2011",44193
"antal","total","Vejle","2012",44184
"antal","total","Vejle","2013",44235
"antal","total","Vejle","2014",44250
"antal","total","Vejle","2015",44380
"antal","total","Vejle","2016",44688
"antal","total","Vejle","2017",45091
"antal","total","Vesthimmerlands","2008",15472
"antal","total","Vesthimmerlands","2009",15402
"antal","total","Vesthimmerlands","2010",15168
"antal","total","Vesthimmerlands","2011",14968
"antal","total","Vesthimmerlands","2012",14737
"antal","total","Vesthimmerlands","2013",14678
"antal","total","Vesthimmerlands","2014",14558
"antal","total","Vesthimmerlands","2015",14460
"antal","total","Vesthimmerlands","2016",14320
"antal","total","Vesthimmerlands","2017",14239
"antal","total","Viborg","2008",38650
"antal","total","Viborg","2009",38704
"antal","total","Viborg","2010",38645
"antal","total","Viborg","2011",38490
"antal","total","Viborg","2012",38335
"antal","total","Viborg","2013",38208
"antal","total","Viborg","2014",37870
"antal","total","Viborg","2015",37708
"antal","total","Viborg","2016",37597
"antal","total","Viborg","2017",37587
"antal","total","Vordingborg","2008",19266
"antal","total","Vordingborg","2009",18969
"antal","total","Vordingborg","2010",18660
"antal","total","Vordingborg","2011",18364
"antal","total","Vordingborg","2012",18003
"antal","total","Vordingborg","2013",17637
"antal","total","Vordingborg","2014",17392
"antal","total","Vordingborg","2015",17245
"antal","total","Vordingborg","2016",17253
"antal","total","Vordingborg","2017",17154
"antal","total","Ærø","2008",2619
"antal","total","Ærø","2009",2603
"antal","total","Ærø","2010",2552
"antal","total","Ærø","2011",2459
"antal","total","Ærø","2012",2405
"antal","total","Ærø","2013",2326
"antal","total","Ærø","2014",2228
"antal","total","Ærø","2015",2148
"antal","total","Ærø","2016",2100
"antal","total","Ærø","2017",2062
"antal","Uuddannet","Aabenraa","2008",6980
"antal","Uuddannet","Aabenraa","2009",6863
"antal","Uuddannet","Aabenraa","2010",6617
"antal","Uuddannet","Aabenraa","2011",6434
"antal","Uuddannet","Aabenraa","2012",6284
"antal","Uuddannet","Aabenraa","2013",6089
"antal","Uuddannet","Aabenraa","2014",5873
"antal","Uuddannet","Aabenraa","2015",5650
"antal","Uuddannet","Aabenraa","2016",5480
"antal","Uuddannet","Aabenraa","2017",5241
"antal","Uuddannet","Aalborg","2008",18399
"antal","Uuddannet","Aalborg","2009",17808
"antal","Uuddannet","Aalborg","2010",17291
"antal","Uuddannet","Aalborg","2011",16808
"antal","Uuddannet","Aalborg","2012",16413
"antal","Uuddannet","Aalborg","2013",16000
"antal","Uuddannet","Aalborg","2014",15539
"antal","Uuddannet","Aalborg","2015",14913
"antal","Uuddannet","Aalborg","2016",14336
"antal","Uuddannet","Aalborg","2017",13785
"antal","Uuddannet","Aarhus","2008",21809
"antal","Uuddannet","Aarhus","2009",21710
"antal","Uuddannet","Aarhus","2010",21266
"antal","Uuddannet","Aarhus","2011",20889
"antal","Uuddannet","Aarhus","2012",20575
"antal","Uuddannet","Aarhus","2013",20316
"antal","Uuddannet","Aarhus","2014",19989
"antal","Uuddannet","Aarhus","2015",19200
"antal","Uuddannet","Aarhus","2016",18492
"antal","Uuddannet","Aarhus","2017",18097
"antal","Uuddannet","Albertslund","2008",3267
"antal","Uuddannet","Albertslund","2009",3231
"antal","Uuddannet","Albertslund","2010",3190
"antal","Uuddannet","Albertslund","2011",3209
"antal","Uuddannet","Albertslund","2012",3189
"antal","Uuddannet","Albertslund","2013",3173
"antal","Uuddannet","Albertslund","2014",3126
"antal","Uuddannet","Albertslund","2015",3058
"antal","Uuddannet","Albertslund","2016",2974
"antal","Uuddannet","Albertslund","2017",2943
"antal","Uuddannet","Allerød","2008",1257
"antal","Uuddannet","Allerød","2009",1222
"antal","Uuddannet","Allerød","2010",1181
"antal","Uuddannet","Allerød","2011",1147
"antal","Uuddannet","Allerød","2012",1102
"antal","Uuddannet","Allerød","2013",1085
"antal","Uuddannet","Allerød","2014",1054
"antal","Uuddannet","Allerød","2015",1022
"antal","Uuddannet","Allerød","2016",986
"antal","Uuddannet","Allerød","2017",977
"antal","Uuddannet","Assens","2008",5023
"antal","Uuddannet","Assens","2009",4781
"antal","Uuddannet","Assens","2010",4645
"antal","Uuddannet","Assens","2011",4459
"antal","Uuddannet","Assens","2012",4335
"antal","Uuddannet","Assens","2013",4234
"antal","Uuddannet","Assens","2014",4087
"antal","Uuddannet","Assens","2015",3966
"antal","Uuddannet","Assens","2016",3830
"antal","Uuddannet","Assens","2017",3737
"antal","Uuddannet","Ballerup","2008",4652
"antal","Uuddannet","Ballerup","2009",4592
"antal","Uuddannet","Ballerup","2010",4534
"antal","Uuddannet","Ballerup","2011",4477
"antal","Uuddannet","Ballerup","2012",4420
"antal","Uuddannet","Ballerup","2013",4375
"antal","Uuddannet","Ballerup","2014",4327
"antal","Uuddannet","Ballerup","2015",4190
"antal","Uuddannet","Ballerup","2016",4040
"antal","Uuddannet","Ballerup","2017",3914
"antal","Uuddannet","Billund","2008",3208
"antal","Uuddannet","Billund","2009",3155
"antal","Uuddannet","Billund","2010",3071
"antal","Uuddannet","Billund","2011",2986
"antal","Uuddannet","Billund","2012",2919
"antal","Uuddannet","Billund","2013",2919
"antal","Uuddannet","Billund","2014",2802
"antal","Uuddannet","Billund","2015",2700
"antal","Uuddannet","Billund","2016",2691
"antal","Uuddannet","Billund","2017",2592
"antal","Uuddannet","Bornholm","2008",5378
"antal","Uuddannet","Bornholm","2009",5153
"antal","Uuddannet","Bornholm","2010",4969
"antal","Uuddannet","Bornholm","2011",4775
"antal","Uuddannet","Bornholm","2012",4538
"antal","Uuddannet","Bornholm","2013",4339
"antal","Uuddannet","Bornholm","2014",4155
"antal","Uuddannet","Bornholm","2015",3953
"antal","Uuddannet","Bornholm","2016",3743
"antal","Uuddannet","Bornholm","2017",3602
"antal","Uuddannet","Brøndby","2008",4611
"antal","Uuddannet","Brøndby","2009",4576
"antal","Uuddannet","Brøndby","2010",4495
"antal","Uuddannet","Brøndby","2011",4503
"antal","Uuddannet","Brøndby","2012",4476
"antal","Uuddannet","Brøndby","2013",4457
"antal","Uuddannet","Brøndby","2014",4410
"antal","Uuddannet","Brøndby","2015",4405
"antal","Uuddannet","Brøndby","2016",4351
"antal","Uuddannet","Brøndby","2017",4243
"antal","Uuddannet","Brønderslev","2008",3859
"antal","Uuddannet","Brønderslev","2009",3728
"antal","Uuddannet","Brønderslev","2010",3626
"antal","Uuddannet","Brønderslev","2011",3519
"antal","Uuddannet","Brønderslev","2012",3503
"antal","Uuddannet","Brønderslev","2013",3389
"antal","Uuddannet","Brønderslev","2014",3316
"antal","Uuddannet","Brønderslev","2015",3262
"antal","Uuddannet","Brønderslev","2016",3145
"antal","Uuddannet","Brønderslev","2017",3013
"antal","Uuddannet","Christiansø","2008",10
"antal","Uuddannet","Christiansø","2009",10
"antal","Uuddannet","Christiansø","2010",10
"antal","Uuddannet","Christiansø","2011",8
"antal","Uuddannet","Christiansø","2012",8
"antal","Uuddannet","Christiansø","2013",8
"antal","Uuddannet","Christiansø","2014",8
"antal","Uuddannet","Christiansø","2015",7
"antal","Uuddannet","Christiansø","2016",6
"antal","Uuddannet","Christiansø","2017",5
"antal","Uuddannet","Dragør","2008",917
"antal","Uuddannet","Dragør","2009",906
"antal","Uuddannet","Dragør","2010",890
"antal","Uuddannet","Dragør","2011",874
"antal","Uuddannet","Dragør","2012",851
"antal","Uuddannet","Dragør","2013",828
"antal","Uuddannet","Dragør","2014",808
"antal","Uuddannet","Dragør","2015",754
"antal","Uuddannet","Dragør","2016",723
"antal","Uuddannet","Dragør","2017",700
"antal","Uuddannet","Egedal","2008",2971
"antal","Uuddannet","Egedal","2009",2884
"antal","Uuddannet","Egedal","2010",2797
"antal","Uuddannet","Egedal","2011",2717
"antal","Uuddannet","Egedal","2012",2634
"antal","Uuddannet","Egedal","2013",2586
"antal","Uuddannet","Egedal","2014",2544
"antal","Uuddannet","Egedal","2015",2501
"antal","Uuddannet","Egedal","2016",2502
"antal","Uuddannet","Egedal","2017",2432
"antal","Uuddannet","Esbjerg","2008",13041
"antal","Uuddannet","Esbjerg","2009",12760
"antal","Uuddannet","Esbjerg","2010",12502
"antal","Uuddannet","Esbjerg","2011",12166
"antal","Uuddannet","Esbjerg","2012",11925
"antal","Uuddannet","Esbjerg","2013",11572
"antal","Uuddannet","Esbjerg","2014",11073
"antal","Uuddannet","Esbjerg","2015",10680
"antal","Uuddannet","Esbjerg","2016",10228
"antal","Uuddannet","Esbjerg","2017",9863
"antal","Uuddannet","Faaborg-Midtfyn","2008",5482
"antal","Uuddannet","Faaborg-Midtfyn","2009",5395
"antal","Uuddannet","Faaborg-Midtfyn","2010",5222
"antal","Uuddannet","Faaborg-Midtfyn","2011",5064
"antal","Uuddannet","Faaborg-Midtfyn","2012",4947
"antal","Uuddannet","Faaborg-Midtfyn","2013",4840
"antal","Uuddannet","Faaborg-Midtfyn","2014",4680
"antal","Uuddannet","Faaborg-Midtfyn","2015",4526
"antal","Uuddannet","Faaborg-Midtfyn","2016",4406
"antal","Uuddannet","Faaborg-Midtfyn","2017",4306
"antal","Uuddannet","Fanø","2008",188
"antal","Uuddannet","Fanø","2009",188
"antal","Uuddannet","Fanø","2010",195
"antal","Uuddannet","Fanø","2011",189
"antal","Uuddannet","Fanø","2012",185
"antal","Uuddannet","Fanø","2013",185
"antal","Uuddannet","Fanø","2014",191
"antal","Uuddannet","Fanø","2015",187
"antal","Uuddannet","Fanø","2016",186
"antal","Uuddannet","Fanø","2017",177
"antal","Uuddannet","Favrskov","2008",4210
"antal","Uuddannet","Favrskov","2009",4089
"antal","Uuddannet","Favrskov","2010",3995
"antal","Uuddannet","Favrskov","2011",3848
"antal","Uuddannet","Favrskov","2012",3710
"antal","Uuddannet","Favrskov","2013",3588
"antal","Uuddannet","Favrskov","2014",3464
"antal","Uuddannet","Favrskov","2015",3400
"antal","Uuddannet","Favrskov","2016",3294
"antal","Uuddannet","Favrskov","2017",3203
"antal","Uuddannet","Faxe","2008",4224
"antal","Uuddannet","Faxe","2009",4101
"antal","Uuddannet","Faxe","2010",4043
"antal","Uuddannet","Faxe","2011",3960
"antal","Uuddannet","Faxe","2012",3875
"antal","Uuddannet","Faxe","2013",3809
"antal","Uuddannet","Faxe","2014",3732
"antal","Uuddannet","Faxe","2015",3638
"antal","Uuddannet","Faxe","2016",3577
"antal","Uuddannet","Faxe","2017",3508
"antal","Uuddannet","Fredensborg","2008",3313
"antal","Uuddannet","Fredensborg","2009",3283
"antal","Uuddannet","Fredensborg","2010",3192
"antal","Uuddannet","Fredensborg","2011",3088
"antal","Uuddannet","Fredensborg","2012",3074
"antal","Uuddannet","Fredensborg","2013",2994
"antal","Uuddannet","Fredensborg","2014",2936
"antal","Uuddannet","Fredensborg","2015",2798
"antal","Uuddannet","Fredensborg","2016",2758
"antal","Uuddannet","Fredensborg","2017",2720
"antal","Uuddannet","Fredericia","2008",5874
"antal","Uuddannet","Fredericia","2009",5742
"antal","Uuddannet","Fredericia","2010",5639
"antal","Uuddannet","Fredericia","2011",5535
"antal","Uuddannet","Fredericia","2012",5417
"antal","Uuddannet","Fredericia","2013",5328
"antal","Uuddannet","Fredericia","2014",5201
"antal","Uuddannet","Fredericia","2015",5073
"antal","Uuddannet","Fredericia","2016",4943
"antal","Uuddannet","Fredericia","2017",4783
"antal","Uuddannet","Frederiksberg","2008",6359
"antal","Uuddannet","Frederiksberg","2009",6386
"antal","Uuddannet","Frederiksberg","2010",6224
"antal","Uuddannet","Frederiksberg","2011",6222
"antal","Uuddannet","Frederiksberg","2012",6103
"antal","Uuddannet","Frederiksberg","2013",6069
"antal","Uuddannet","Frederiksberg","2014",5840
"antal","Uuddannet","Frederiksberg","2015",5405
"antal","Uuddannet","Frederiksberg","2016",5099
"antal","Uuddannet","Frederiksberg","2017",4957
"antal","Uuddannet","Frederikshavn","2008",7577
"antal","Uuddannet","Frederikshavn","2009",7298
"antal","Uuddannet","Frederikshavn","2010",6990
"antal","Uuddannet","Frederikshavn","2011",6727
"antal","Uuddannet","Frederikshavn","2012",6499
"antal","Uuddannet","Frederikshavn","2013",6325
"antal","Uuddannet","Frederikshavn","2014",6102
"antal","Uuddannet","Frederikshavn","2015",5888
"antal","Uuddannet","Frederikshavn","2016",5565
"antal","Uuddannet","Frederikshavn","2017",5411
"antal","Uuddannet","Frederikssund","2008",4014
"antal","Uuddannet","Frederikssund","2009",3946
"antal","Uuddannet","Frederikssund","2010",3815
"antal","Uuddannet","Frederikssund","2011",3727
"antal","Uuddannet","Frederikssund","2012",3643
"antal","Uuddannet","Frederikssund","2013",3571
"antal","Uuddannet","Frederikssund","2014",3500
"antal","Uuddannet","Frederikssund","2015",3411
"antal","Uuddannet","Frederikssund","2016",3344
"antal","Uuddannet","Frederikssund","2017",3292
"antal","Uuddannet","Furesø","2008",2430
"antal","Uuddannet","Furesø","2009",2408
"antal","Uuddannet","Furesø","2010",2419
"antal","Uuddannet","Furesø","2011",2345
"antal","Uuddannet","Furesø","2012",2265
"antal","Uuddannet","Furesø","2013",2159
"antal","Uuddannet","Furesø","2014",2096
"antal","Uuddannet","Furesø","2015",2046
"antal","Uuddannet","Furesø","2016",2097
"antal","Uuddannet","Furesø","2017",2059
"antal","Uuddannet","Gentofte","2008",3452
"antal","Uuddannet","Gentofte","2009",3464
"antal","Uuddannet","Gentofte","2010",3496
"antal","Uuddannet","Gentofte","2011",3556
"antal","Uuddannet","Gentofte","2012",3665
"antal","Uuddannet","Gentofte","2013",3536
"antal","Uuddannet","Gentofte","2014",3406
"antal","Uuddannet","Gentofte","2015",3181
"antal","Uuddannet","Gentofte","2016",2840
"antal","Uuddannet","Gentofte","2017",2808
"antal","Uuddannet","Gladsaxe","2008",5190
"antal","Uuddannet","Gladsaxe","2009",5114
"antal","Uuddannet","Gladsaxe","2010",5118
"antal","Uuddannet","Gladsaxe","2011",5071
"antal","Uuddannet","Gladsaxe","2012",5005
"antal","Uuddannet","Gladsaxe","2013",4989
"antal","Uuddannet","Gladsaxe","2014",4958
"antal","Uuddannet","Gladsaxe","2015",4774
"antal","Uuddannet","Gladsaxe","2016",4584
"antal","Uuddannet","Gladsaxe","2017",4524
"antal","Uuddannet","Glostrup","2008",2109
"antal","Uuddannet","Glostrup","2009",2118
"antal","Uuddannet","Glostrup","2010",2143
"antal","Uuddannet","Glostrup","2011",2089
"antal","Uuddannet","Glostrup","2012",2121
"antal","Uuddannet","Glostrup","2013",2092
"antal","Uuddannet","Glostrup","2014",2103
"antal","Uuddannet","Glostrup","2015",2045
"antal","Uuddannet","Glostrup","2016",1983
"antal","Uuddannet","Glostrup","2017",1905
"antal","Uuddannet","Greve","2008",4372
"antal","Uuddannet","Greve","2009",4217
"antal","Uuddannet","Greve","2010",4046
"antal","Uuddannet","Greve","2011",3931
"antal","Uuddannet","Greve","2012",3808
"antal","Uuddannet","Greve","2013",3730
"antal","Uuddannet","Greve","2014",3634
"antal","Uuddannet","Greve","2015",3575
"antal","Uuddannet","Greve","2016",3505
"antal","Uuddannet","Greve","2017",3418
"antal","Uuddannet","Gribskov","2008",3929
"antal","Uuddannet","Gribskov","2009",3784
"antal","Uuddannet","Gribskov","2010",3701
"antal","Uuddannet","Gribskov","2011",3595
"antal","Uuddannet","Gribskov","2012",3550
"antal","Uuddannet","Gribskov","2013",3482
"antal","Uuddannet","Gribskov","2014",3464
"antal","Uuddannet","Gribskov","2015",3368
"antal","Uuddannet","Gribskov","2016",3307
"antal","Uuddannet","Gribskov","2017",3180
"antal","Uuddannet","Guldborgsund","2008",7332
"antal","Uuddannet","Guldborgsund","2009",7148
"antal","Uuddannet","Guldborgsund","2010",6945
"antal","Uuddannet","Guldborgsund","2011",6718
"antal","Uuddannet","Guldborgsund","2012",6509
"antal","Uuddannet","Guldborgsund","2013",6344
"antal","Uuddannet","Guldborgsund","2014",6144
"antal","Uuddannet","Guldborgsund","2015",5990
"antal","Uuddannet","Guldborgsund","2016",5833
"antal","Uuddannet","Guldborgsund","2017",5688
"antal","Uuddannet","Haderslev","2008",6361
"antal","Uuddannet","Haderslev","2009",6175
"antal","Uuddannet","Haderslev","2010",6052
"antal","Uuddannet","Haderslev","2011",5892
"antal","Uuddannet","Haderslev","2012",5726
"antal","Uuddannet","Haderslev","2013",5649
"antal","Uuddannet","Haderslev","2014",5446
"antal","Uuddannet","Haderslev","2015",5248
"antal","Uuddannet","Haderslev","2016",5088
"antal","Uuddannet","Haderslev","2017",5003
"antal","Uuddannet","Halsnæs","2008",3689
"antal","Uuddannet","Halsnæs","2009",3601
"antal","Uuddannet","Halsnæs","2010",3478
"antal","Uuddannet","Halsnæs","2011",3352
"antal","Uuddannet","Halsnæs","2012",3304
"antal","Uuddannet","Halsnæs","2013",3193
"antal","Uuddannet","Halsnæs","2014",3072
"antal","Uuddannet","Halsnæs","2015",3001
"antal","Uuddannet","Halsnæs","2016",2904
"antal","Uuddannet","Halsnæs","2017",2820
"antal","Uuddannet","Hedensted","2008",5319
"antal","Uuddannet","Hedensted","2009",5201
"antal","Uuddannet","Hedensted","2010",5078
"antal","Uuddannet","Hedensted","2011",4933
"antal","Uuddannet","Hedensted","2012",4854
"antal","Uuddannet","Hedensted","2013",4683
"antal","Uuddannet","Hedensted","2014",4552
"antal","Uuddannet","Hedensted","2015",4464
"antal","Uuddannet","Hedensted","2016",4364
"antal","Uuddannet","Hedensted","2017",4209
"antal","Uuddannet","Helsingør","2008",5798
"antal","Uuddannet","Helsingør","2009",5733
"antal","Uuddannet","Helsingør","2010",5611
"antal","Uuddannet","Helsingør","2011",5538
"antal","Uuddannet","Helsingør","2012",5486
"antal","Uuddannet","Helsingør","2013",5378
"antal","Uuddannet","Helsingør","2014",5281
"antal","Uuddannet","Helsingør","2015",5113
"antal","Uuddannet","Helsingør","2016",4952
"antal","Uuddannet","Helsingør","2017",4827
"antal","Uuddannet","Herlev","2008",2697
"antal","Uuddannet","Herlev","2009",2663
"antal","Uuddannet","Herlev","2010",2610
"antal","Uuddannet","Herlev","2011",2564
"antal","Uuddannet","Herlev","2012",2574
"antal","Uuddannet","Herlev","2013",2540
"antal","Uuddannet","Herlev","2014",2517
"antal","Uuddannet","Herlev","2015",2483
"antal","Uuddannet","Herlev","2016",2396
"antal","Uuddannet","Herlev","2017",2310
"antal","Uuddannet","Herning","2008",9389
"antal","Uuddannet","Herning","2009",9291
"antal","Uuddannet","Herning","2010",8939
"antal","Uuddannet","Herning","2011",8634
"antal","Uuddannet","Herning","2012",8474
"antal","Uuddannet","Herning","2013",8204
"antal","Uuddannet","Herning","2014",7927
"antal","Uuddannet","Herning","2015",7627
"antal","Uuddannet","Herning","2016",7419
"antal","Uuddannet","Herning","2017",7211
"antal","Uuddannet","Hillerød","2008",3333
"antal","Uuddannet","Hillerød","2009",3275
"antal","Uuddannet","Hillerød","2010",3238
"antal","Uuddannet","Hillerød","2011",3198
"antal","Uuddannet","Hillerød","2012",3146
"antal","Uuddannet","Hillerød","2013",3117
"antal","Uuddannet","Hillerød","2014",3062
"antal","Uuddannet","Hillerød","2015",3025
"antal","Uuddannet","Hillerød","2016",2989
"antal","Uuddannet","Hillerød","2017",2978
"antal","Uuddannet","Hjørring","2008",7793
"antal","Uuddannet","Hjørring","2009",7511
"antal","Uuddannet","Hjørring","2010",7182
"antal","Uuddannet","Hjørring","2011",6961
"antal","Uuddannet","Hjørring","2012",6805
"antal","Uuddannet","Hjørring","2013",6572
"antal","Uuddannet","Hjørring","2014",6354
"antal","Uuddannet","Hjørring","2015",6130
"antal","Uuddannet","Hjørring","2016",5957
"antal","Uuddannet","Hjørring","2017",5745
"antal","Uuddannet","Holbæk","2008",7665
"antal","Uuddannet","Holbæk","2009",7504
"antal","Uuddannet","Holbæk","2010",7347
"antal","Uuddannet","Holbæk","2011",7133
"antal","Uuddannet","Holbæk","2012",6971
"antal","Uuddannet","Holbæk","2013",6821
"antal","Uuddannet","Holbæk","2014",6627
"antal","Uuddannet","Holbæk","2015",6488
"antal","Uuddannet","Holbæk","2016",6383
"antal","Uuddannet","Holbæk","2017",6249
"antal","Uuddannet","Holstebro","2008",6008
"antal","Uuddannet","Holstebro","2009",5860
"antal","Uuddannet","Holstebro","2010",5629
"antal","Uuddannet","Holstebro","2011",5456
"antal","Uuddannet","Holstebro","2012",5268
"antal","Uuddannet","Holstebro","2013",5191
"antal","Uuddannet","Holstebro","2014",4984
"antal","Uuddannet","Holstebro","2015",4759
"antal","Uuddannet","Holstebro","2016",4563
"antal","Uuddannet","Holstebro","2017",4368
"antal","Uuddannet","Horsens","2008",9092
"antal","Uuddannet","Horsens","2009",9006
"antal","Uuddannet","Horsens","2010",8747
"antal","Uuddannet","Horsens","2011",8601
"antal","Uuddannet","Horsens","2012",8356
"antal","Uuddannet","Horsens","2013",8211
"antal","Uuddannet","Horsens","2014",8053
"antal","Uuddannet","Horsens","2015",7872
"antal","Uuddannet","Horsens","2016",7684
"antal","Uuddannet","Horsens","2017",7506
"antal","Uuddannet","Hvidovre","2008",5266
"antal","Uuddannet","Hvidovre","2009",5188
"antal","Uuddannet","Hvidovre","2010",5041
"antal","Uuddannet","Hvidovre","2011",4991
"antal","Uuddannet","Hvidovre","2012",4924
"antal","Uuddannet","Hvidovre","2013",4941
"antal","Uuddannet","Hvidovre","2014",4937
"antal","Uuddannet","Hvidovre","2015",4859
"antal","Uuddannet","Hvidovre","2016",4701
"antal","Uuddannet","Hvidovre","2017",4514
"antal","Uuddannet","Høje-Taastrup","2008",5770
"antal","Uuddannet","Høje-Taastrup","2009",5710
"antal","Uuddannet","Høje-Taastrup","2010",5651
"antal","Uuddannet","Høje-Taastrup","2011",5604
"antal","Uuddannet","Høje-Taastrup","2012",5595
"antal","Uuddannet","Høje-Taastrup","2013",5556
"antal","Uuddannet","Høje-Taastrup","2014",5532
"antal","Uuddannet","Høje-Taastrup","2015",5459
"antal","Uuddannet","Høje-Taastrup","2016",5324
"antal","Uuddannet","Høje-Taastrup","2017",5235
"antal","Uuddannet","Hørsholm","2008",1179
"antal","Uuddannet","Hørsholm","2009",1182
"antal","Uuddannet","Hørsholm","2010",1155
"antal","Uuddannet","Hørsholm","2011",1116
"antal","Uuddannet","Hørsholm","2012",1086
"antal","Uuddannet","Hørsholm","2013",1079
"antal","Uuddannet","Hørsholm","2014",1075
"antal","Uuddannet","Hørsholm","2015",1017
"antal","Uuddannet","Hørsholm","2016",954
"antal","Uuddannet","Hørsholm","2017",945
"antal","Uuddannet","Ikast-Brande","2008",5253
"antal","Uuddannet","Ikast-Brande","2009",5078
"antal","Uuddannet","Ikast-Brande","2010",4963
"antal","Uuddannet","Ikast-Brande","2011",4861
"antal","Uuddannet","Ikast-Brande","2012",4752
"antal","Uuddannet","Ikast-Brande","2013",4630
"antal","Uuddannet","Ikast-Brande","2014",4465
"antal","Uuddannet","Ikast-Brande","2015",4306
"antal","Uuddannet","Ikast-Brande","2016",4130
"antal","Uuddannet","Ikast-Brande","2017",3990
"antal","Uuddannet","Ishøj","2008",3258
"antal","Uuddannet","Ishøj","2009",3227
"antal","Uuddannet","Ishøj","2010",3129
"antal","Uuddannet","Ishøj","2011",3129
"antal","Uuddannet","Ishøj","2012",3141
"antal","Uuddannet","Ishøj","2013",3117
"antal","Uuddannet","Ishøj","2014",3063
"antal","Uuddannet","Ishøj","2015",3052
"antal","Uuddannet","Ishøj","2016",2993
"antal","Uuddannet","Ishøj","2017",2912
"antal","Uuddannet","Jammerbugt","2008",4959
"antal","Uuddannet","Jammerbugt","2009",4819
"antal","Uuddannet","Jammerbugt","2010",4614
"antal","Uuddannet","Jammerbugt","2011",4484
"antal","Uuddannet","Jammerbugt","2012",4325
"antal","Uuddannet","Jammerbugt","2013",4180
"antal","Uuddannet","Jammerbugt","2014",3996
"antal","Uuddannet","Jammerbugt","2015",3874
"antal","Uuddannet","Jammerbugt","2016",3721
"antal","Uuddannet","Jammerbugt","2017",3589
"antal","Uuddannet","Kalundborg","2008",6194
"antal","Uuddannet","Kalundborg","2009",6048
"antal","Uuddannet","Kalundborg","2010",5773
"antal","Uuddannet","Kalundborg","2011",5618
"antal","Uuddannet","Kalundborg","2012",5444
"antal","Uuddannet","Kalundborg","2013",5276
"antal","Uuddannet","Kalundborg","2014",5179
"antal","Uuddannet","Kalundborg","2015",5092
"antal","Uuddannet","Kalundborg","2016",4990
"antal","Uuddannet","Kalundborg","2017",4884
"antal","Uuddannet","Kerteminde","2008",2643
"antal","Uuddannet","Kerteminde","2009",2558
"antal","Uuddannet","Kerteminde","2010",2496
"antal","Uuddannet","Kerteminde","2011",2413
"antal","Uuddannet","Kerteminde","2012",2380
"antal","Uuddannet","Kerteminde","2013",2335
"antal","Uuddannet","Kerteminde","2014",2210
"antal","Uuddannet","Kerteminde","2015",2148
"antal","Uuddannet","Kerteminde","2016",2141
"antal","Uuddannet","Kerteminde","2017",1997
"antal","Uuddannet","Kolding","2008",9140
"antal","Uuddannet","Kolding","2009",8964
"antal","Uuddannet","Kolding","2010",8790
"antal","Uuddannet","Kolding","2011",8607
"antal","Uuddannet","Kolding","2012",8448
"antal","Uuddannet","Kolding","2013",8220
"antal","Uuddannet","Kolding","2014",7953
"antal","Uuddannet","Kolding","2015",7750
"antal","Uuddannet","Kolding","2016",7421
"antal","Uuddannet","Kolding","2017",7234
"antal","Uuddannet","København","2008",50194
"antal","Uuddannet","København","2009",50397
"antal","Uuddannet","København","2010",50134
"antal","Uuddannet","København","2011",50163
"antal","Uuddannet","København","2012",49224
"antal","Uuddannet","København","2013",48352
"antal","Uuddannet","København","2014",47077
"antal","Uuddannet","København","2015",45478
"antal","Uuddannet","København","2016",43033
"antal","Uuddannet","København","2017",41703
"antal","Uuddannet","Køge","2008",6053
"antal","Uuddannet","Køge","2009",5864
"antal","Uuddannet","Køge","2010",5755
"antal","Uuddannet","Køge","2011",5602
"antal","Uuddannet","Køge","2012",5434
"antal","Uuddannet","Køge","2013",5388
"antal","Uuddannet","Køge","2014",5283
"antal","Uuddannet","Køge","2015",5247
"antal","Uuddannet","Køge","2016",5087
"antal","Uuddannet","Køge","2017",5027
"antal","Uuddannet","Langeland","2008",1835
"antal","Uuddannet","Langeland","2009",1766
"antal","Uuddannet","Langeland","2010",1681
"antal","Uuddannet","Langeland","2011",1637
"antal","Uuddannet","Langeland","2012",1549
"antal","Uuddannet","Langeland","2013",1477
"antal","Uuddannet","Langeland","2014",1404
"antal","Uuddannet","Langeland","2015",1372
"antal","Uuddannet","Langeland","2016",1329
"antal","Uuddannet","Langeland","2017",1284
"antal","Uuddannet","Lejre","2008",2089
"antal","Uuddannet","Lejre","2009",2050
"antal","Uuddannet","Lejre","2010",1981
"antal","Uuddannet","Lejre","2011",1902
"antal","Uuddannet","Lejre","2012",1852
"antal","Uuddannet","Lejre","2013",1833
"antal","Uuddannet","Lejre","2014",1808
"antal","Uuddannet","Lejre","2015",1741
"antal","Uuddannet","Lejre","2016",1721
"antal","Uuddannet","Lejre","2017",1662
"antal","Uuddannet","Lemvig","2008",2596
"antal","Uuddannet","Lemvig","2009",2483
"antal","Uuddannet","Lemvig","2010",2383
"antal","Uuddannet","Lemvig","2011",2272
"antal","Uuddannet","Lemvig","2012",2207
"antal","Uuddannet","Lemvig","2013",2116
"antal","Uuddannet","Lemvig","2014",2025
"antal","Uuddannet","Lemvig","2015",1949
"antal","Uuddannet","Lemvig","2016",1847
"antal","Uuddannet","Lemvig","2017",1774
"antal","Uuddannet","Lolland","2008",6849
"antal","Uuddannet","Lolland","2009",6623
"antal","Uuddannet","Lolland","2010",6324
"antal","Uuddannet","Lolland","2011",6107
"antal","Uuddannet","Lolland","2012",5866
"antal","Uuddannet","Lolland","2013",5694
"antal","Uuddannet","Lolland","2014",5492
